model	benchmark	context_tokens	context_label	task_id	repository	control_resolved	treatment_resolved	control_f2p_passed	control_f2p_total	control_f2p_fraction	treatment_f2p_passed	treatment_f2p_total	treatment_f2p_fraction	f2p_difference
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	184	django/django	1	1	3	3	1	3	3	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	194	django/django	0	1	0	0	0	1	1	1	1
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	196	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	197	django/django	0	0	0	0	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	199	django/django	0	0	1	2	0.5	0	0	0	-0.5
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	202	django/django	0	0	1	2	0.5	1	2	0.5	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	203	django/django	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	205	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	212	django/django	0	0	0	4	0	0	4	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	213	django/django	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	215	django/django	1	1	2	2	1	2	2	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	223	django/django	0	0	6	9	0.666666666667	6	9	0.666666666667	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	233	django/django	1	1	8	8	1	8	8	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	235	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	237	django/django	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	239	django/django	0	1	0	1	0	1	1	1	1
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	242	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	243	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	244	django/django	1	1	4	4	1	4	4	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	246	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	248	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	252	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	255	matplotlib/matplotlib	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	256	matplotlib/matplotlib	0	0	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	257	matplotlib/matplotlib	0	0	0	0	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	263	matplotlib/matplotlib	0	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	264	matplotlib/matplotlib	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	270	matplotlib/matplotlib	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	274	matplotlib/matplotlib	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	278	matplotlib/matplotlib	1	0	1	1	1	0	1	0	-1
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	281	matplotlib/matplotlib	0	1	3	7	0.428571428571	7	7	1	0.571428571429
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	282	matplotlib/matplotlib	0	0	0	0	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	283	matplotlib/matplotlib	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	286	matplotlib/matplotlib	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	288	mwaskom/seaborn	0	0	0	0	0	0	0	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	289	mwaskom/seaborn	0	1	0	2	0	2	2	1	1
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	298	psf/requests	1	1	2	2	1	2	2	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	299	pydata/xarray	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	300	pydata/xarray	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	313	pydata/xarray	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	315	pydata/xarray	0	0	1	3	0.333333333333	1	3	0.333333333333	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	316	pydata/xarray	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	318	pydata/xarray	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	321	pylint-dev/pylint	0	0	0	10	0	0	10	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	323	pylint-dev/pylint	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	324	pylint-dev/pylint	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	325	pylint-dev/pylint	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	328	pylint-dev/pylint	0	1	0	0	0	1	1	1	1
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	330	pylint-dev/pylint	1	0	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	333	pytest-dev/pytest	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	336	pytest-dev/pytest	0	1	2	2	1	2	2	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	339	pytest-dev/pytest	0	0	2	2	1	2	2	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	342	pytest-dev/pytest	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	345	pytest-dev/pytest	1	1	2	2	1	2	2	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	349	pytest-dev/pytest	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	351	scikit-learn/scikit-learn	0	1	0	1	0	1	1	1	1
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	352	scikit-learn/scikit-learn	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	358	scikit-learn/scikit-learn	0	0	0	0	0	0	0	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	365	scikit-learn/scikit-learn	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	366	scikit-learn/scikit-learn	1	1	3	3	1	3	3	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	368	scikit-learn/scikit-learn	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	370	scikit-learn/scikit-learn	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	372	scikit-learn/scikit-learn	1	1	2	2	1	2	2	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	374	scikit-learn/scikit-learn	1	1	2	2	1	2	2	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	375	scikit-learn/scikit-learn	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	378	scikit-learn/scikit-learn	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	380	scikit-learn/scikit-learn	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	381	scikit-learn/scikit-learn	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	383	sphinx-doc/sphinx	0	0	0	0	0	0	0	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	384	sphinx-doc/sphinx	0	1	0	0	0	1	1	1	1
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	386	sphinx-doc/sphinx	0	0	0	0	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	391	sphinx-doc/sphinx	0	0	0	0	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	394	sphinx-doc/sphinx	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	395	sphinx-doc/sphinx	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	397	sphinx-doc/sphinx	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	398	sphinx-doc/sphinx	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	399	sphinx-doc/sphinx	0	0	0	0	0	0	0	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	400	sphinx-doc/sphinx	0	1	0	0	0	1	1	1	1
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	402	sphinx-doc/sphinx	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	404	sphinx-doc/sphinx	0	1	0	0	0	1	1	1	1
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	406	sphinx-doc/sphinx	0	0	0	0	0	1	1	1	1
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	407	sphinx-doc/sphinx	0	1	0	1	0	1	1	1	1
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	409	sphinx-doc/sphinx	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	410	sphinx-doc/sphinx	0	0	1	2	0.5	1	2	0.5	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	411	sphinx-doc/sphinx	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	414	sphinx-doc/sphinx	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	415	sphinx-doc/sphinx	1	0	1	1	1	0	1	0	-1
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	417	sphinx-doc/sphinx	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	419	sphinx-doc/sphinx	0	0	0	0	0	0	3	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	420	sphinx-doc/sphinx	0	1	0	0	0	1	1	1	1
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	421	sphinx-doc/sphinx	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	422	sphinx-doc/sphinx	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	428	sympy/sympy	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	429	sympy/sympy	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	430	sympy/sympy	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	431	sympy/sympy	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	432	sympy/sympy	0	1	1	2	0.5	2	2	1	0.5
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	436	sympy/sympy	0	1	0	1	0	1	1	1	1
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	440	sympy/sympy	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	441	sympy/sympy	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	444	sympy/sympy	0	0	1	2	0.5	1	2	0.5	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	445	sympy/sympy	1	1	2	2	1	2	2	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	446	sympy/sympy	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	447	sympy/sympy	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	454	sympy/sympy	1	0	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	458	sympy/sympy	0	0	0	0	0	0	0	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	467	sympy/sympy	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	469	sympy/sympy	0	0	0	0	0	0	0	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	471	sympy/sympy	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	473	sympy/sympy	0	0	1	2	0.5	1	2	0.5	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	477	sympy/sympy	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	482	sympy/sympy	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	485	sympy/sympy	0	0	5	6	0.833333333333	1	6	0.166666666667	-0.666666666667
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	486	sympy/sympy	0	0	1	3	0.333333333333	1	3	0.333333333333	0
Qwen3.6-35B-A3B	SWE-bench Verified	43008	mild pressure	488	sympy/sympy	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	004	astropy/astropy	0	0	0	4	0	0	4	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	006	astropy/astropy	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	007	astropy/astropy	0	0	20	20	1	20	20	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	008	astropy/astropy	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	009	astropy/astropy	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	013	astropy/astropy	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	021	astropy/astropy	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	023	django/django	0	0	438	438	1	438	438	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	024	django/django	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	030	django/django	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	031	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	035	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	037	django/django	1	0	2	2	1	0	2	0	-1
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	040	django/django	1	1	2	2	1	2	2	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	041	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	043	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	048	django/django	0	0	4	6	0.666666666667	4	6	0.666666666667	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	049	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	054	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	055	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	059	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	062	django/django	1	1	2	2	1	2	2	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	066	django/django	1	0	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	068	django/django	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	083	django/django	0	0	0	3	0	0	3	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	086	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	089	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	092	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	096	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	100	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	104	django/django	0	0	3	5	0.6	3	5	0.6	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	105	django/django	1	1	9	9	1	9	9	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	107	django/django	1	0	1	1	1	0	1	0	-1
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	110	django/django	1	1	2	2	1	2	2	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	113	django/django	1	1	3	3	1	3	3	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	116	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	121	django/django	0	0	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	123	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	131	django/django	1	0	1	1	1	0	0	0	-1
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	140	django/django	0	1	1	2	0.5	2	2	1	0.5
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	141	django/django	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	144	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	149	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	152	django/django	1	0	1	1	1	0	1	0	-1
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	161	django/django	1	1	3	3	1	3	3	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	164	django/django	0	1	0	0	0	2	2	1	1
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	166	django/django	1	0	3	3	1	0	0	0	-1
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	171	django/django	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	175	django/django	0	0	0	3	0	0	3	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	176	django/django	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	177	django/django	0	1	0	2	0	2	2	1	1
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	181	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	182	django/django	1	1	3	3	1	3	3	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	183	django/django	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	184	django/django	1	1	3	3	1	3	3	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	194	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	196	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	197	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	199	django/django	0	0	1	2	0.5	1	2	0.5	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	202	django/django	0	0	1	2	0.5	1	2	0.5	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	203	django/django	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	205	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	212	django/django	0	0	0	4	0	0	4	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	213	django/django	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	215	django/django	1	1	2	2	1	2	2	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	223	django/django	0	0	6	9	0.666666666667	6	9	0.666666666667	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	233	django/django	1	1	8	8	1	8	8	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	235	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	237	django/django	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	239	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	242	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	243	django/django	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	244	django/django	1	1	4	4	1	4	4	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	246	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	248	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	252	django/django	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	255	matplotlib/matplotlib	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	256	matplotlib/matplotlib	0	0	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	257	matplotlib/matplotlib	0	1	0	2	0	2	2	1	1
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	263	matplotlib/matplotlib	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	264	matplotlib/matplotlib	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	270	matplotlib/matplotlib	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	274	matplotlib/matplotlib	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	278	matplotlib/matplotlib	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	281	matplotlib/matplotlib	1	1	7	7	1	7	7	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	282	matplotlib/matplotlib	1	0	1	1	1	0	1	0	-1
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	283	matplotlib/matplotlib	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	286	matplotlib/matplotlib	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	288	mwaskom/seaborn	0	1	1	2	0.5	2	2	1	0.5
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	289	mwaskom/seaborn	0	0	1	2	0.5	1	2	0.5	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	298	psf/requests	1	1	2	2	1	2	2	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	299	pydata/xarray	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	300	pydata/xarray	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	313	pydata/xarray	0	1	0	1	0	1	1	1	1
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	315	pydata/xarray	0	1	1	3	0.333333333333	3	3	1	0.666666666667
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	316	pydata/xarray	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	318	pydata/xarray	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	321	pylint-dev/pylint	0	0	0	10	0	0	10	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	323	pylint-dev/pylint	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	324	pylint-dev/pylint	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	325	pylint-dev/pylint	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	328	pylint-dev/pylint	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	330	pylint-dev/pylint	1	0	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	333	pytest-dev/pytest	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	336	pytest-dev/pytest	1	0	2	2	1	2	2	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	339	pytest-dev/pytest	0	0	2	2	1	2	2	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	342	pytest-dev/pytest	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	345	pytest-dev/pytest	1	1	2	2	1	2	2	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	349	pytest-dev/pytest	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	351	scikit-learn/scikit-learn	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Verified	262144	large window	352	scikit-learn/scikit-learn	1	1	1	1	1	1	1	1	0
